show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,Genre,description
80140490,TV Show,Happy 300 Days,,"Tammy Chen, Kingone Wang, Hsieh Kun Da, Chuang Kai-Hsun, Jenna Wang",Taiwan,01-Jan-17,2013,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Romance,"An unexpected pregnancy sends a woman back to her hometown to share a house with three nice guys. Each has problems, but each would make a great dad."
80140938,TV Show,In Between,,"Janel Tsai, Johnny Lu, Darren Chiu, Vivi Lee, Patrick Lee, Fan Kuang-yao",Taiwan,01-Jan-17,2012,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Romance,An author having trouble finishing his new romance novel because he's lost faith in love regains his romantic soul after meeting a flight attendant.
80141033,TV Show,What Is Love?,,"Chris Wu, Jade Chou, Duncan Lai, King Chin, Kimi Hsia, Gina Lim",Taiwan,01-Jan-17,2012,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Romance,"A 32-year-old romantic looking for a long-term, monogamous relationship meets a handsome bad boy who only believes in one-night stands."
80140362,TV Show,Who's the One,,"Tien Hsin, Weber Yang, Pink Yang, Johnny Lu, Amanda Chou, Xiu Qin",Taiwan,01-Jan-17,2011,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Romance,"A doctor performs plastic surgery on a fat man who's been jilted, and continues his transformation by turning him into a handsome, desirable man."
81020653,TV Show,Iron Ladies,,"Aviis Zhong, Ben Wu, Ada Pan, Jacqueline Zhu, Gabriel Lan, Jack Lee, Wu Ting-chien, Wills Sia, Su Yen-ti, Jenny Huang",Taiwan,09-Feb-19,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Romance,Three 30-something women in high-level jobs at a beauty e-commerce firm seem to have it all – except when it comes to love and romantic chemistry.
81045349,TV Show,Romance is a bonus book,,"Lee Jong-suk, Lee Na-young, Jung Eugene, Wi Ha-jun, Kim Tae-woo, Kim Yu-mi, Cho Han-cheul, Kim Sun-young",South Korea,03-Feb-19,2019,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Romance,A gifted writer who's the youngest editor-in-chief ever at his publishing company gets enmeshed in the life of a former copywriter desperate for a job.
80092925,Movie,A Second Chance,Cathy Garcia-Molina,"John Lloyd Cruz, Bea Alonzo, Dimples Romana, Janus del Prado, James Blanco, Ahron Villena, Beatriz Saw, Shamaine Centenera, Khalil Ramos, Billy Crawford, Al Tantay, Arci Muñoz",Philippines,27-Feb-19,2015,TV-14,130 min,"Dramas, International Movies, Romantic Movies",Romance,"Following their storybook wedding, Popoy and Basha find married life – and starting a business together – more challenging than they ever imagined."
80175332,Movie,My Ex & Whys,Cathy Garcia-Molina,"Liza Soberano, Enrique Gil, Joey Marquez, Cai Cortez, Arlene Muchlach, Ara Mina, Ryan Bang, Joross Gamboa, Jeffrey Tam, Neils Coleta",Philippines,27-Feb-19,2017,TV-14,121 min,"Dramas, International Movies, Romantic Movies",Romance,"Popular blogger Cali is hired for a marketing campaign alongside another viral sensation: her ex-boyfriend Gio, who's intent on winning her back."
80011541,Movie,She's Dating the Gangster,Cathy Garcia-Molina,"Kathryn Bernardo, Daniel Padilla, Richard Gomez, Dawn Zulueta, Sofia Andres, Khalil Ramos, Ian Veneracion, Pamu Pamorada, Igi Boy Flores, Marco Gumabao",Philippines,27-Feb-19,2014,TV-PG,113 min,"Dramas, International Movies, Romantic Movies",Romance,"To make another woman jealous, a campus heartthrob asks a fellow student to be his pretend girlfriend, but fate has other plans for the fake couple."
80065327,Movie,The Breakup Playlist,Dan Villegas,"Piolo Pascual, Sarah Geronimo, Rio Locsin, Dennis Padilla, Badjie Mortiz, Teddy Corpuz, Anna Luna, Jett Pangan, Cris Villonco, Maris Racal",Philippines,27-Feb-19,2015,TV-14,118 min,"Dramas, International Movies, Romantic Movies",Romance,A rock musician and a law student whose true passion is music fall in love and pursue a romance that complicates both of their blossoming careers.
81010872,Movie,The Mistress,Olivia M. Lamasan,"John Lloyd Cruz, Bea Alonzo, Hilda Koronel, Ronaldo Valdez, Anita Linda, Carmi Martin",Philippines,27-Feb-19,2012,TV-14,132 min,"Dramas, International Movies, Romantic Movies",Romance,The mistress of a wealthy businessman is torn between her loyalty to him and her love for a young architect connected to her in unexpected ways.
80163279,TV Show,Best Lover,,"Da-hae Lee, Zhou Mi, Wang Qiuzi, Kwang-hyun Park, Jia Zhengyu, Jeong-hak Park",,23-Feb-18,2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Romance,"Two young stars with different backgrounds and agendas enter into a fake marriage to advance their careers, until the fake starts turning real."
80177414,Movie,On Body and Soul,Ildiko Enyedi,"Alexandra Borbély, Géza Morcsányi, Réka Tenki, Zoltán Schneider, Ervin Nagy, Itala Bekes, Éva Bata, Pál Mácsai, Zsuzsa Jaro, Nóra Rainer-Micsinyei",Hungary,02-Feb-18,2017,TV-MA,116 min,"Dramas, International Movies, Romantic Movies",Romance,Two shy and socially awkward co-workers in Budapest form a special bond through a mysterious mystic connection that manifests in a dream.
80154508,TV Show,Love for Ten: Generation of Youth,,"Sung-yeol Lee, Ji-hyun Nam, Clara Lee, Jin Won",South Korea,17-Feb-17,2013,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Romance,"A nerdy engineering student falls for a pretty, outgoing girl at his college. To get closer to her, he joins the theater group she belongs to."
80184625,Movie,Irreplaceable You,Stephanie Laing,"Gugu Mbatha-Raw, Michiel Huisman, Christopher Walken, Steve Coogan, Kate McKinnon, Jacki Weaver, Timothy Simons, Brian Tyree Henry, Alanna Masterson, Gayle Rankin, Tamara Tunie",United States,16-Feb-18,2018,TV-MA,96 min,"Dramas, Romantic Movies",Romance,"A stunning cancer diagnosis spurs Abbie to seek a future girlfriend for fiancé and childhood sweetheart Sam, who's clueless when it comes to dating."
81045069,Movie,Neevevaro,Hari Nath,"Aadhi, Tapsee Pannu, Ritika Singh, Vennela Kishore, Sapthagiri",India,15-Feb-19,2018,TV-14,132 min,"Dramas, International Movies, Romantic Movies",Romance,"When a blind chef’s girlfriend goes missing, his unnerving search for her leads him to find there's more to her disappearance than what meets the eye."
80201609,Movie,Premachi Goshta,Satish Rajwade,"Atul Kulkarni, Sagarika Ghatge, Rohini Hattangadi, Sulekha Talvalkar, Meera Welankar, Satish Rajwade",India,15-Feb-18,2013,TV-14,127 min,"International Movies, Romantic Movies",Romance,"A man and a woman struggling to keep their respective marriages afloat run into each other at a marriage counselor's office, with unexpected results."
80158803,TV Show,Spark,,"Jong-chan Na, Bo-ra Nam, Da-young Joo, Yeo One, Ki-sung Bae, Jin-joo Park, Eun-soo Kwon",South Korea,15-Feb-17,2016,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Romance,A young woman's life gets a jump-start after she and a musical genius are both struck by the same falling star. But will the side effects derail love?
80204889,TV Show,Dating Around,,,,14-Feb-19,2019,TV-MA,1 Season,"Reality TV, Romantic TV Shows",Romance,"In each episode of flirtations and fails, one real-life single navigates five blind dates. The mission: Find one match worthy of a second date."
80172958,Movie,Newness,Drake Doremus,"Nicholas Hoult, Laia Costa, Danny Huston, Courtney Eaton, Matthew Gray Gubler, Albert Hammond Jr.",United States,01-Feb-18,2017,TV-MA,117 min,"Dramas, Independent Movies, Romantic Movies",Romance,"Martin and Gabi try to form a relationship after meeting through a hookup app, but when boredom creeps in, they seek out an unconventional solution."
80167843,Movie,The Reconquest,Jonás Trueba,"Francesco Carril, Itsaso Arana, Candela Recio, Pablo Hoyos, Aura Garrido",Spain,01-Feb-17,2016,NR,108 min,"Dramas, International Movies, Romantic Movies",Romance,"Years after they were childhood sweethearts, Manuela and Olmo share a night in Madrid, where they discuss their past and the possibility of a future."
80225595,Movie,Entanglement,Jason James,"Thomas Middleditch, Jess Weixler, Diana Bang, Randal Edwards, Marilyn Norry, Johannah Newmarch, Nicole LaPlaca",Canada,09-Dec-18,2018,TV-MA,85 min,"Dramas, Independent Movies, Romantic Movies",Romance,"After his ailing father makes a shocking confession, a desperately depressed man sets out to find the woman he believes will change his destiny."
70266069,Movie,The Dancer,Ifa Isfansyah,"Prisia Nasution, Oka Antara, Slamet Rahardjo, Dewi Irawan, Lukman Sardi, Tio Pakusadewo",Indonesia,08-Dec-18,2011,TV-MA,105 min,"Dramas, International Movies, Romantic Movies",Romance,"Orphaned by a tragedy that took the lives of her parents, Srintil grows up in a poor Indonesian village aspiring to be a sacred dancer."
81016342,Movie,What's Up With Love?,"Rudy Soedjarwo, Riri Riza","Dian Sastrowardoyo, Nicholas Saputra, Ladya Cheryll, Titi Kamal, Sissy Priscillia, Adinia Wirasti, Dennis Adhiswara",Indonesia,08-Dec-18,2002,R,110 min,"Dramas, International Movies, Romantic Movies",Romance,"A popular high school girl strains her relationship with her close-knit clique when she begins falling for a reclusive, lower-class schoolmate."
80158044,TV Show,Miss in Kiss,,"Esther Wu, Dino Lee, Gong Yi Teng, Xi Wei Lun, Honduras, Vega Tsai, Shen Chang Hung",Taiwan,08-Dec-16,2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Romance,"A quirk of fate sends an ordinary, sweet-natured high school girl and her father into the home of the school genius, on whom she has a huge crush."
80240027,TV Show,Virgin River,,"Alexandra Breckenridge, Martin Henderson, Tim Matheson, Annette O'Toole, Colin Lawrence, Jenny Cooper, Lauren Hammersley",United States,06-Dec-19,2019,TV-14,1 Season,"Romantic TV Shows, TV Dramas",Romance,"Searching for a fresh start, a nurse practitioner moves from LA to a remote northern California town and is surprised by what – and who – she finds."
81002594,Movie,Yes or No,Saratswadee Wongsomphet,"Sushar Manaying, Supanart Jittaleela, Arisara Thongborisut, Soranut Yupanun, Inthira Yeunyong",Thailand,06-Dec-18,2010,TV-PG,111 min,"International Movies, LGBTQ Movies, Romantic Movies",Romance,"Traditional girl Pie is initially uncomfortable with her tomboyish new roommate. But as time goes on, she finds herself increasingly attracted to her."
80117746,Movie,Blue Jay,Alex Lehmann,"Sarah Paulson, Mark Duplass, Clu Gulager",United States,06-Dec-16,2016,TV-MA,81 min,"Dramas, Independent Movies, Romantic Movies",Romance,"Two former high school sweethearts unexpectedly reunite in their old hometown, where they rediscover their magical bond and face a shared regret."
81083590,TV Show,Home for Christmas,,"Ida Elise Broch, Gabrielle Susanne Solheim Leithaug, Dennis Storhøi, Anette Hoff, Felix Sandman, Ghita Nørby, Hege Schøyen, Bjørn Skagestad, Mads Sjøgård Pettersen",Norway,05-Dec-19,2019,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Romance,"Tired of the constant comments on her relationship status, perpetually single Johanne starts a 24-day hunt for a boyfriend to bring home for Christmas."
81188871,Movie,Let's Dance,Ladislas Chollat,"Rayane Bensetti, Alexia Giordano, Guillaume de Tonquédec, Mehdi Kerkouche, Brahim Zaibat, Line Renaud","France, Belgium",04-Dec-19,2019,TV-MA,109 min,"Dramas, International Movies, Romantic Movies",Romance,"After his crew breaks up, a gifted but insecure hip-hop dancer teaches at a top ballet school in Paris, where he falls for an aspiring ballerina."
81055408,TV Show,The Road to Love,,"Katherine Escobar Farfan, Juan Manuel Restrepo, César Mora, Mario Espitia, Carmenza González, José Daniel Cristancho, Felipe Bernedette, Camilo Amores, Linda Lucía Callejas, Fernando Solórzano, María Laura Quintero, Toto Vega, Mayra Luna, Ana María Cuéllar, María Fernanda Matus",,04-Dec-19,2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Romance,"After an argument with her dad, a young woman from a family of macho truck drivers is kicked out of the home and must make her own success as a trucker."
70056728,Movie,Ahista Ahista,Shivam Nair,"Abhay Deol, Soha Ali Khan, Shayan Munshi, Kamini Khanna, Sohrab Ardeshir, Murad Ali, Shakeel Khan, Natasha Sinha, Brijendra Kala",India,31-Dec-19,2006,TV-14,122 min,"Dramas, International Movies, Romantic Movies",Romance,"Stood up by her groom at the altar, a young woman finds help and healing from another man – until her ex-fiancé returns, hoping to win her back."
81213885,Movie,Jaan-E-Mann: Let's Fall in Love... Again,Shirish Kunder,"Salman Khan, Akshay Kumar, Preity Zinta, Anupam Kher, Aman Verma, Javed Sheikh, Soni Razdan, Nawab Shah",India,31-Dec-19,2006,TV-14,163 min,"Dramas, International Movies, Romantic Movies",Romance,"To avoid alimony payments, an aspiring actor schemes for his ex-wife to marry an unlikely suitor, but soon realizes he may not be ready to lose her."
24073896,Movie,Koshish,Gulzar,"Sanjeev Kumar, Jaya Bhaduri, Asrani, Seema, Om Shivpuri, Dina Pathak",India,31-Dec-19,1972,TV-14,115 min,"International Movies, Romantic Movies",Romance,A speech and hearing-impaired couple persists through unforgiving obstacles to be accepted by society and live a life of dignity.
70072558,Movie,Sadma,Balu Mahendra,"Kamal Hassan, Sridevi, Silk Smitha, Gulshan Grover, Paintal, Arvind Deshpande",India,31-Dec-19,1983,TV-14,137 min,"Dramas, International Movies, Romantic Movies",Romance,"After a traumatic injury leaves her with amnesia and age regression, a young woman is sold to a brothel before a teacher becomes her savior."
70205710,TV Show,Rebelde,,"Anahí, Dulce María, Alfonso Herrera, Christopher Von Uckermann, Maite Perroni, Christian Chávez, Juan Ferrara, Ninel Conde, Leticia Perdigón, Enrique Rocha",Mexico,31-Dec-17,2004,TV-14,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Romance,"Six students at an exclusive prep school, some on scholarship, discover that music can close the class divide."
70205714,TV Show,Rubi,,"Bárbara Mori, Eduardo Santamarina, Sebastián Rulli, Jacqueline Bracamontes, Ana Martín, Yadhira Carrillo, Miguel Pizarro, Manuel Landeta, Antonio Medellin, Ana Bertha Espín, José Elías Moreno, Olivia Bucio",Mexico,31-Dec-17,2004,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Romance,"Ruby, jealous of her wealthy best friend Maribel, cooks up a scheme to marry a millionaire. Hector, Maribel's boyfriend, is her target."
70236010,TV Show,Teresa,,"Angelique Boyer, Sebastián Rulli, Aarón Díaz, Cynthia Klitbo, Ana Brenda Contreras, Daniel Arenas, Margarita Magaña, Manuel Landeta, Felicia Mercado, Silvia Mariscal",Mexico,31-Dec-17,2010,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Romance,"We all want so much more than we have, but how far are we willing to go to get it?"
80154689,TV Show,My Runway,,"Ji-yeon Park, Dong-ho Kang, Chul-woong Kang, Bo-hyun Ahn, Hak Jin, Se-jin Park, Kisum",South Korea,30-Dec-16,2016,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Romance,An egotistic top male model and a pretty model wannabe are forced to live each other's lives until they figure out a way to undo their body switch.
81024717,Movie,Rehmataan,,"Sukhjinder Shera, Guggu Gill, Deep Dhillon, Raj Virk, Surinder Shinda",India,28-Dec-18,2012,TV-14,116 min,"Dramas, International Movies, Romantic Movies",Romance,"As unemployment, drug addiction and corruption plague a society, this drama depicts the people who believe there’s still good in the world."
80037484,TV Show,Kurt Seyit & Sura,,"Kıvanç Tatlıtuğ, Farah Zeynep Abdullah, Fahriye Evcen, Ushan Çakır, Birkan Sokullu",Turkey,26-Dec-16,2014,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Romance,A Turkish lieutenant and the daughter of Russian nobles fight for their love against forces of family and social expectation and historical events.
80120301,TV Show,Mahmut & Meryem,,"Aras Bulut İynemli, Eva Dedova, Fahreddin Manafov, Melahat Abbasova, Polat Bilgin, Mehmet Çevik, Shamil Suleimanov, Şafak Başkaya, İlker Kızmaz, Kristina Krepela, Ufuk Şen","Turkey, Azerbaijan",26-Dec-16,2013,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Romance,"In the 16th century, the heir to a Muslim empire embarks on a dangerous journey to find his true love, who was taken away by her Christian father."
81000505,Movie,Fireworks,"Akiyuki Shinbo, Nobuyuki Takeuchi","Yuki Kaji, Nobuo Tobita, Michiko Neya, Mitsuru Miyamoto, Fumihiko Tachiki, Shintaro Asanuma, Takahiro Sakurai, Kana Hanazawa, Toshiyuki Toyonaga, Suzu Hirose, Shinichiro Miki, Mamoru Miyano, Takako Matsu, Masaki Suda",Japan,25-Dec-19,2017,TV-PG,91 min,"Anime Features, Romantic Movies",Romance,"Middle schooler Nazuna desperately wants to run away with her classmate Norimichi, who somehow turns back time on this fateful summer's day."
81020728,TV Show,Way Back into Love,,"June Tsai, Ray Chang, Lung Shao-hua, Yi-Wen Yen, Ching-kuan Wang, Mai Sato",Taiwan,24-Dec-18,2011,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Romance,"After years in the U.S., a Taiwanese immigrant returns to her hometown with a young daughter in tow to assist her father with his bed-and-breakfast."
81032874,TV Show,Single Ladies Senior,,"Summer Meng, Christina Mok, Alina Cheng, Bonnie Wang",,22-Dec-18,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Romance,Four best friends and spirited career women navigate the treacherous world of romance – even as it stands in the way of work and friendship.
81032872,TV Show,Jojo's World,,"Tia Lee, In Deok Hwang, Yen-j, Jason Hsu, Andy Wu, Sharon Hsu",Taiwan,21-Dec-18,2017,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Romance,"Diagnosed with a condition that could make her infertile, a career woman must choose one of four bachelors to make a baby with before time runs out."
81032873,TV Show,Lion Pride,,"Yen Tsao, Amanda Chou, Kevin Liu, Peace Yang, Kenny Wen, Tzu-chiang Chao, Vince Kao, Lin Ching-Tai, Lin He Xuan, Michael Yang",Taiwan,21-Dec-18,2017,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Romance,"After crossing paths at a crime scene, a renowned math teacher and an antiques appraiser embark on an unexpected journey of love and self-discovery."
81032867,TV Show,Love @ Seventeen,,"Lego Lee, Nikki Hsin-Ying Hsieh, Edison Wang, Amanda Chou",Taiwan,21-Dec-18,2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Romance,"Radically changed by a misunderstanding 13 years ago, a biotech expert runs into an old flame and suffers an illness that takes her back to the past."
80223098,Movie,Desire,Diego Kaplan,"Carolina Ardohain, Mónica Antonópulos, Guilherme Winter, Juan Sorini, Andrea Frigerio",Argentina,21-Dec-17,2017,TV-MA,94 min,"Dramas, International Movies, Romantic Movies",Romance,A young woman arrives at her estranged sister's wedding to mend fences but falls prey to lust when she meets the groom.
81172911,Movie,Being Mrs Elliot,Omoni Oboli,"Omoni Oboli, Majid Michel, Ayo Makun, Uru Eke, Ime Bishop Umoh, Lepacious Bose, Seun Akindele, Sylvia Oluchy, Chika Chukwu",Nigeria,20-Dec-19,2014,TV-14,113 min,"Dramas, International Movies, Romantic Movies",Romance,"When a scorned wife from the city shares a cab with a troubled villager, a fiery accident forces them to live out each other's lives."
81172897,Movie,Iyore,Frank Rajah Arase,"Rita Dominic, Joseph Benjamin, Okawa Shaznay, Paul Obazele, Yemi Blaq, Bukky Wright",Nigeria,20-Dec-19,2015,TV-14,141 min,"Dramas, International Movies, Romantic Movies",Romance,A tragic romance unfolds during a teacher's lessons on the Benin empire after they begin to mirror her love life when her childhood love reappears.
70221084,TV Show,Dance Academy,,"Xenia Goodwin, Alicia Banit, Dena Kaplan, Isabel Durant, Thom Green, Jordan Rodrigues, Thomas Lacey, Tim Pocock, Tara Morice",Australia,20-Dec-17,2013,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Romance,Fifteen-year-old Tara Webster's dream of dancing comes true when she gets into a top dance academy. She soon realizes dancing is only half the battle.
80989919,TV Show,Twice Upon A Time,,"Gaspard Ulliel, Freya Mavor",France,19-Dec-19,2019,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Romance,"Months after a crushing breakup, a man receives a mysterious package that opens a portal to the past – and gives him a chance to win back his ex."
80205978,Movie,Miss Me This Christmas,Kenny Young,"Eva Marcille, Richard Gant, Redaric Williams, Allen Maldonado, Erica Ash, Brely Evans",United States,19-Dec-17,2017,TV-14,85 min,Romantic Movies,Romance,"With their divorce set to become final on Christmas day, a couple must decide if they're really ready to throw in the towel on their relationship."
80241410,TV Show,Soundtrack,,"Paul James, Callie Hernandez, Marianne Jean-Baptiste, Jenna Dewan, Jahmil French, Megan Ferguson, Madeleine Stowe, Campbell Scott, Isaiah Givens",United States,18-Dec-19,2019,TV-MA,1 Season,"Romantic TV Shows, TV Dramas",Romance,"Love, loss and transformative luck intersect in this musical drama about two struggling artists experiencing life at full volume in Los Angeles."
80175314,Movie,Some Freaks,Ian MacAllister-McDonald,"Thomas Mann, Lily Mae Harrington, Ely Henry, Lachlan Buchanan, Marin Ireland, John Thorsen, Stephen Thorne, Shannon Hartman",United States,18-Dec-17,2017,TV-MA,97 min,"Dramas, Romantic Movies",Romance,"A one-eyed boy and plus-sized girl form a deep connection. But following a brief separation, they reunite as different people."
70137790,Movie,Burlesque,Steve Antin,"Cher, Christina Aguilera, Alan Cumming, Eric Dane, Cam Gigandet, Julianne Hough, Peter Gallagher, Kristen Bell, Stanley Tucci, Dianna Agron",United States,16-Dec-19,2010,PG-13,119 min,"Dramas, Romantic Movies",Romance,"After leaving Iowa with stars in her eyes, Ali arrives at a Los Angeles burlesque lounge with dreams of taking the stage with her soaring voice."
81026363,TV Show,Ashes of Love,,"Yang Zi, Deng Lun, Luo Yunxi",China,16-Dec-18,2018,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Romance,"Hidden away by her mother, the Floral Goddess, the naïve Jinmi is drawn to Xufeng, the Heavenly Emperor's son. Yet forces conspire against them."
80000644,Movie,The Theory of Everything,James Marsh,"Emily Watson, Charlie Cox, Felicity Jones, Maxine Peake, Harry Lloyd, Eddie Redmayne, David Thewlis, Simon McBurney","United Kingdom, Japan, United States",16-Dec-18,2014,PG-13,123 min,"Dramas, Romantic Movies",Romance,"As his esteem grows in the world of physics, Stephen Hawking's body is ravaged by ALS, forcing his increasing dependence on his devoted wife, Jane."
80188605,TV Show,Cinderella and the Four Knights,,"Jung Il-woo, Ahn Jae-hyeon, Park So-dam, Lee Jung-shin, Kim Yong-geon, Choi Min, Son Na-eun",,15-Dec-19,2016,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Romance,"Catching the eye of a wealthy gentleman, spunky Ha-won gets hired to live with his three immature grandsons so she can whip them into shape."
81159258,TV Show,Crash Landing on You,,"Hyun Bin, Son Ye-jin, Seo Ji-hye, Kim Jung-hyun, Oh Man-seok, Kim Young-min, Kim Jung-nan, Kim Sun-young, Hwangwoo Seul-hye",,15-Dec-19,2019,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Romance,"A paragliding mishap drops a South Korean heiress in North Korea – and into the life of an army officer, who decides he will help her hide."
70114467,Movie,Luck by Chance,Zoya Akhtar,"Farhan Akhtar, Konkona Sen Sharma, Rishi Kapoor, Dimple Kapadia, Isha Sharvani, Sanjay Kapoor, Juhi Chawla, Hrithik Roshan, Alyy Khan, Sheeba Chaddha",India,15-Dec-19,2009,TV-14,156 min,"Dramas, International Movies, Romantic Movies",Romance,"When Vikram gets tapped to play the male lead in a Bollywood film, he can't believe his luck. But it may ruin his relationship with his girlfriend."
81036745,Movie,Kita Kita,Sigrid Andrea Bernardo,"Alessandra de Rossi, Empoy Marquez",Philippines,15-Dec-18,2017,TV-PG,84 min,"International Movies, Romantic Movies",Romance,"When a tour guide in Japan goes blind after seeing her fiancé’s infidelity, she befriends a fellow Filipino keen to coax her out of the darkness."
80177441,Movie,Christmas Inheritance,Ernie Barbarash,"Eliza Taylor, Jake Lacy, Andie MacDowell, Michael Xavier, Neil Crone, Anthony Sherwood, Joanna Douglas, Martin Roach",United States,15-Dec-17,2017,TV-PG,105 min,"Dramas, International Movies, Romantic Movies",Romance,"To inherit her father's company, socialite Ellen must first visit his small hometown, where she learns the value of hard work and helping others."
80126211,TV Show,Color of Woman,,"Jae Hee, Soo-kyung Lee, So-yi Yoon, Ji-ho Shim, Sang-Myeon Park, Joo-young Kim",South Korea,15-Dec-16,2012,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Romance,"Two women at a cosmetics company compete for love and success. One uses her brain and diligence, while the other works her beauty and charm."
80126185,TV Show,Goodbye My Wife,,"Soo-hyun Hong, Si Won Ryu, Ji-yoon Park, Min-soo Kim, Julien Kang, Joo-eun Oh, Seong-mo Jeong",South Korea,15-Dec-16,2012,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Romance,A couple’s five-year marriage is put on the line when each of their first loves comes back hoping for another shot at romance.
80087347,TV Show,Humsafar,,"Fawad Khan, Mahira Khan, Atiqa Odho, Naveen Waqar, Sara Kashif",Pakistan,15-Dec-16,2011,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Romance,"To fulfill her mother's dying wish, middle-class Khirad marries elite Ashar. But those who disapprove plot to turn Ashar against his wife."
80031595,TV Show,K-POP Extreme Survival,,"Jung Eun Kim, Yu-hwan Park, Eun-ah Go, Yong Hwan Kwak, Jin Hyuk",South Korea,15-Dec-16,2012,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Romance,Seung Yeon decides to chase her dream of becoming a K-pop star and audition for a popular group. There's only one catch: It's a boy band.
80126214,TV Show,Miss Panda & Mr. Hedgehog,,"Dong-hae Lee, Seung-ah Yoon, Jin-hyuk Choi, So-young Yoo, Yeo-jin Hong, Min-jin Jung",South Korea,15-Dec-16,2012,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Romance,"When a gifted patissier with a gloomy past meets a bright and easygoing café owner, he begins to shed his thorns and learns to love again."
80087348,TV Show,Sadqay Tumhare,Ehtesham Uddin,"Mahira Khan, Samiya Mumtaz, Adnan Malik, Rehan Sheikh, Sanya Shamshad, Qavi Khan",Pakistan,15-Dec-16,2014,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Romance,"An arranged engagement between a village girl and her city cousin shows signs of true love, but an indiscretion decades ago could doom their romance."
80087078,TV Show,Zindagi Gulzar Hai,,"Sanam Saeed, Fawad Khan, Ayesha Omer, Mehreen Raheel, Sheheryar Munawar, Samina Peerzada, Waseem Abbas, Javed Sheikh, Hina Khawaja Bayat",Pakistan,15-Dec-16,2012,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Romance,"Strong-willed, middle-class Kashaf and carefree, wealthy Zaroon meet in college, but before love can take root, they each have some growing up to do."
81042804,TV Show,Hymn of Death,,"Lee Jong-suk, Shin Hye-sun, Kim Myeong-su, Park Seon-im, Kim Won-hae, Hwang Yeong-hee, Lee Ji-hoon, Go Bo-gyeol, Shin Jae-ha",South Korea,14-Dec-18,2018,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Romance,"During the Japanese colonial period, married playwright Kim U-jin falls in love with soprano Yun Sim-deok, one of Korea’s notable New Women."
81172904,Movie,Seven and a half dates,Biodun Stephen,"Mercy Johnson, Jim Iyke, Toyin Abraham, Sola Sobowale, Akin Lewis, Bayray McNwizu, Roxy Antak, Frank Donga, Ken Erics, Fathia Balogun",,13-Dec-19,2018,TV-14,107 min,"Dramas, International Movies, Romantic Movies",Romance,"Engrossed in her career, a young woman reluctantly yields to her father's plan to set her up on 10 dates to find a suitable husband."
